8642,6896
6596,352
2501,9512
2502,2816
4552,7344
457,3960
6903,7808
4557,2376
6606,4240
9293,3264
8656,2352
467,8760
9631,8696
8661,6440
6616,6976
6617,848
2522,4184
4571,2896
5882,6544
478,776
479,7608
480,7472
483,3720
2532,5720
4518,1136
4177,5400
4584,7408
4586,8040
491,1544
4588,7512
5202,7296
2545,568
8690,7600
7251,632
4596,5152
6648,1704
9905,5600
8698,5448
2555,8264
2558,9944
4607,1000
6656,7456
5547,4392
2564,8544
9769,2280
521,7048
523,2520
6914,200
526,160
8719,4744
2576,280
529,6480
530,9800
6676,4088
4630,7576
4631,5928
4633,7224
8730,8960
539,7384
2589,4776
547,2240
549,8248
9956,9248
4647,9104
2601,3784
6698,3096
2603,3704
2605,3368
6237,6856
4656,1104
8753,5104
2610,7688
6707,5416
8757,8768
6710,4032
9993,1616
569,944
570,2112
8766,5240
6720,6024
581,8848
6566,584
2632,5288
585,6800
6730,8416
2635,7024
588,688
6734,1032
591,7280
2641,9568
596,5576
6926,6696
2646,8432
600,5944
2649,6336
8310,4368
6927,496
8796,960
8797,4152
4702,1584
607,8608
608,6456
610,240
2661,3536
6762,8984
619,5624
620,304
2669,7176
6767,8048
625,8640
7336,9272
6771,2400
2677,7304
630,5856
6779,3240
6780,1504
637,888
4734,4400
6783,1176
640,9296
8682,2672
5227,6792
4741,8344
6791,2696
8845,4304
2702,9320
6253,6184
9797,72
8849,6408
2708,4728
661,8920
3524,8648
666,504
8860,1672
669,5216
671,5864
2160,4928
674,2384
676,7088
6598,2720
678,4968
8871,8288
8872,4984
4778,8184
683,1936
2732,2512
5234,3736
687,6952
5576,3072
8882,2184
692,6960
8885,6816
6840,7104
6842,4384
8991,8592
9620,3712
5578,7352
2750,3768
6847,7880
709,1248
6856,8504
714,4560
715,5808
6946,1376
718,5920
8653,9008
4817,3056
4899,4016
725,4456
2774,5224
8920,1824
6873,7288
2778,6592
6876,5880
2782,6512
735,3864
8928,7768
737,736
6884,5728
8935,6632
8936,9536
746,7720
4843,7432
4844,5472
6893,4672
2799,7824
8945,6568
8802,912
5587,976
8949,8312
2807,3840
4856,1272
6905,6312
9343,2976
4860,6928
8957,1664
6910,9736
769,1256
2818,2504
2819,6904
774,6344
2825,2904
8973,7112
782,5184
2831,3808
785,4064
6930,8176
8323,6608
2839,9120
2841,1352
8619,7544
9301,5336
2847,8824
800,3456
801,3448
4898,8408
4697,1096
804,1520
6949,9592
4902,7152
9009,8584
4904,5560
9001,8744
7303,9776
4908,4080
2863,5872
5960,1080
4913,3624
2867,6088
820,4768
3139,2008
2868,9888
4575,3552
7188,5616
6975,7664
2880,1440
7916,1336
6283,9872
4932,5176
4935,3584
2889,3632
6988,264
4941,4120
846,9216
2895,6176
4945,544
4946,672
6995,616
6996,9280
6575,1240
4921,5016
9049,2496
7002,8736
2907,2960
2908,1952
6439,6296
866,6168
4963,2032
9060,4216
9702,2264
870,952
6371,2016
5653,5696
2924,2408
8338,664
2926,6032
3961,696
9072,5592
3560,6552
882,1888
4981,2048
887,6152
9645,6096
4986,2256
7036,1768
2941,9808
2942,8272
4991,2440
4992,9432
4928,8056
4994,8904
7659,3512
4246,8816
4999,3208
904,1144
905,2608
9592,9392
9101,6888
912,5904
2200,4320
2963,448
8282,3248
2965,9096
7062,6048
7063,6432
921,4360
9115,7256
2974,376
929,8008
2978,8944
5027,2840
7076,3920
7753,3320
6641,8952
2985,9488
5034,3032
7085,4680
9033,2880
943,6104
5041,184
8691,4072
9647,4760
5047,3168
9146,8360
9375,5160
9649,6200
7106,7960
9292,3872
967,9624
968,9184
970,216
5071,3408
976,5296
9170,9816
9171,2488
5076,1168
3029,8880
7126,4552
3032,6264
7131,2056
8830,6272
990,9840
3039,8832
7136,8424
3042,1424
4603,5088
5966,6992
3045,8104
5094,5488
7143,9552
9622,3936
1001,8096
3050,6504
7147,5368
9042,4944
8626,4480
3057,2832
7154,3432
1012,3568
1014,8968
1015,5648
7160,4872
1017,4112
1020,2296
3069,192
3071,7712
9216,1496
6315,9136
7172,3024
1031,5568
3080,4544
7177,9192
5130,8168
5131,4808
5133,2208
9309,5192
5135,9784
7186,416
8707,4720
1044,168
7192,3360
5146,9856
1051,7272
3102,512
1055,832
9248,3400
3105,9408
5154,2576
7686,2336
9093,2136
4273,3912
9258,7840
9259,9704
7212,3560
9261,2624
3118,2752
3119,7616
9264,7040
7217,9960
1074,2712
9267,9080
5172,9680
1079,9448
4276,8864
1083,3416
1085,6112
9278,2288
3135,2344
5185,2864
7454,7784
2571,760
5188,7856
5189,2448
4469,8472
7242,752
3147,2096
5196,7968
5197,8928
9294,7736
9295,6584
7352,3464
3154,4264
7011,2808
9300,5232
5205,7312
1112,3760
3162,3048
7260,9976
7261,5888
4624,3352
5218,4976
9315,3728
3172,608
5221,2648
1126,136
1127,4104
7274,7776
3179,4272
1133,9416
3182,1312
1136,2592
5233,8664
1138,5376
5235,1448
9332,5824
1142,5440
3192,4296
8724,272
4287,9016
3196,6328
5995,6912
9623,288
5247,3216
7296,9832
3201,1640
7298,9056
3203,6304
9348,7696
5254,8304
1159,7400
5256,7440
9068,5704
3214,1984
1167,9584
3216,7424
3218,2120
5315,8856
9859,1384
7319,3680
9109,1120
3225,8976
1178,9664
7323,9904
6341,3088
9378,5040
6683,5008
9746,2824
9414,6376
7335,4528
5288,3112
5289,4160
5291,9224
5292,56
1197,4408
1198,7872
1199,6840
5299,9896
3254,9848
5304,9720
3257,3312
5306,624
1211,872
9405,864
9407,4000
1217,3176
1219,6848
1220,8
5317,6656
7366,7832
8565,7056
7368,4800
3274,8016
1227,7632
5666,1464
5327,1056
7377,2632
9426,3816
3283,32
3285,8752
1239,4128
8437,656
7386,3968
7391,1488
9951,6640
1249,4752
4406,7488
1253,3520
9447,3272
5352,2232
7401,3424
3307,8384
9452,4624
3247,4096
5331,104
1270,2064
1271,2568
3320,7016
9465,1632
5371,1688
3324,3344
9469,8616
7422,4056
1279,2040
9472,3328
3330,7208
6699,5968
9249,6920
7431,9048
5386,1432
1294,2600
3344,728
9432,1208
1298,9264
7681,1328
3350,7928
3354,4832
9499,2360
1309,152
5406,1360
1311,2024
3360,7448
9505,6680
8909,9400
1315,6216
3365,8328
7729,6448
9514,120
7469,9672
7472,7680
9521,1216
1330,9368
5431,7136
1340,520
5437,1880
9534,7168
7489,9712
5443,9456
9548,176
3406,8368
1359,600
1360,7368
1362,1680
5347,5208
9556,3776
9395,472
3416,6136
1372,48
3421,2920
3422,1232
3301,8240
9934,8712
5008,2872
5691,3928
1380,6736
1381,6384
3431,8192
3433,2216
3435,4688
9580,7504
3438,440
9789,7120
1392,6400
9586,7144
7540,528
3446,3200
5496,7328
7548,2536
3452,2968
1405,7464
3454,8136
1407,4712
9110,8888
1414,7560
7560,9632
6380,464
7563,5816
3468,248
9794,4568
1422,7552
5519,5520
5520,5952
9795,4864
5524,9360
1430,4472
7549,6720
7576,5360
1439,3160
3488,4256
5537,6248
1442,8912
7587,6368
9638,208
9640,7496
6979,6056
7594,2312
3499,3080
9391,4880
3997,5280
5553,1304
9579,9648
7604,6688
7605,5312
9654,7480
5705,1944
1465,6560
8095,2104
9660,1088
5567,2760
7616,5552
8875,5424
3523,9032
1476,3648
7623,3880
3528,9560
1482,6872
5367,2472
7628,7336
5582,5992
8301,7816
3536,4608
6187,7264
1491,2848
3543,6040
6052,9160
5595,6120
1500,4952
9870,9024
7415,7392
3556,3656
5605,8336
5606,1968
4689,2160
1512,9208
3562,1728
1515,720
3565,9864
9680,7888
9712,8720
1523,7848
3573,1736
7670,5896
5623,1576
3581,5144
8739,5264
9044,4992
1537,8376
9803,4024
1542,2992
3591,4648
1544,384
5641,5096
8140,5200
8644,6536
7426,1512
9742,9352
7695,4328
8792,6488
3602,3944
9747,3000
1556,2888
1557,408
5654,256
1559,9616
6735,7792
1563,1416
7708,2432
9757,9768
1567,9760
1568,6936
1569,7920
1570,64
8372,6240
9764,1656
5669,1560
9137,8840
1576,8672
5673,4600
1580,6744
7725,1776
6475,800
3631,5784
8918,9496
3633,2272
9778,4504
5683,5408
7280,3008
9963,904
1595,8320
9123,1568
9805,296
5696,3152
6752,4536
7746,7096
5699,6080
3653,7240
5703,4448
3656,4592
4364,8456
8119,7592
7778,5056
9808,6224
3668,8704
3672,4200
8101,8296
7771,4888
3676,3304
5725,5792
1631,7640
6416,4656
3682,6760
9828,8448
7781,3848
3686,4896
4369,3544
3688,920
7785,1344
5735,4344
3692,5768
3346,2072
1646,9608
3696,1976
7485,2776
1650,5688
9845,9952
5752,7864
9492,3256
1658,1752
7803,8392
9490,5536
1662,1456
1664,456
1665,1920
3715,480
9330,4856
5766,9144
1671,4616
1677,4376
3726,3488
5741,3480
1680,9376
8798,2200
5780,9344
1685,6528
5786,3064
7835,5584
6284,6280
1694,592
9887,4312
7626,1400
5793,8680
5796,9544
8134,5384
3750,7200
6769,6944
7848,5392
7849,5304
1706,816
5063,808
1708,1152
9903,5608
3760,5000
3761,8992
8672,9472
9908,2328
1717,5320
5814,1296
1719,6064
3768,3128
5240,1648
1722,1992
3359,8440
9916,1872
3774,7536
3775,1112
5408,4640
3779,7072
3780,7800
3782,9168
5833,856
9930,2304
1741,4176
1742,6520
1744,3976
3794,2616
9507,3296
3796,3016
3800,7672
1753,7216
9947,6144
3706,2656
5854,9600
7461,5136
8144,3440
5859,4512
5860,7360
7909,4488
9668,8256
5863,2928
5864,4432
3818,5984
1771,1696
1772,7896
9966,6000
7919,5248
3826,9744
4051,5464
3828,3824
3710,2552
9975,232
9172,1408
1786,2248
7931,5272
7932,320
3837,3672
7935,2768
4765,2856
5893,7000
3846,4920
8857,5128
1801,8808
9997,8064
6354,4416
5907,3120
5914,3744
1822,9176
3871,5656
5920,680
7969,9304
5263,840
3875,9656
3876,8088
1829,1024
3878,4784
7975,5456
1832,8280
5930,5960
3884,8488
3378,6360
7983,2168
5937,1048
6451,312
7988,3576
1847,2368
5945,6464
5946,7912
7997,1368
9609,5328
9655,7128
2358,3280
1864,6496
3913,744
4407,880
7138,2088
1870,2680
1871,1896
3920,4136
1873,5352
1874,4904
1877,7032
8022,7568
5976,8224
8025,1528
1883,1392
8594,3752
1886,2464
7141,784
3936,1848
4411,7704
7512,2584
9474,3104
3947,6232
8044,7656
1901,8480
3950,2984
6269,9936
8646,6648
6005,6728
6007,6424
8344,648
1913,0
6463,4040
1916,6616
8853,8032
3971,5504
1924,16
8389,9504
6024,5344
6025,8216
3982,3832
3985,1856
8083,896
6036,9256
8085,4936
3990,7976
6809,1720
1944,3528
3994,7064
2714,640
3999,2456
4003,8000
1956,5632
7337,1960
5105,224
6057,3952
6058,7584
8178,6208
4014,5744
1967,8528
4016,7184
4018,704
9504,1192
1974,4840
2377,7248
4031,4584
6082,9928
4427,9480
5110,984
8057,5112
1994,6008
4044,1200
1998,8536
4048,9440
2001,1832
7568,432
2003,7528
6101,4704
4054,6808
6103,9040
9160,9312
8523,4224
8464,6776
8114,4696
4064,2152
3408,792
6115,2736
2023,2952
2027,9992
4076,2664
2029,768
9683,8400
9896,400
4082,4912
2035,6968
8180,3392
8181,3696
9897,8728
2040,9128
2042,4280
2043,9424
4092,9072
6826,8872
8191,7992
